Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Age,Outlet_Size,Outlet_Location_Type,Outlet_Type
FD,16.1,Regular,0.063459792,Dairy,180.0318,21,,Tier 2,Supermarket Type1
FD,19.75,Low Fat,0.021795357,Fruits and Vegetables,190.9872,38,Small,Tier 1,Grocery Store
FD,13.35,Low Fat,0.047987076,snacks_breakfast_type,217.0166,36,High,Tier 3,Supermarket Type1
FD,8.3,Regular,0.03014565,Baking Goods,100.5384,19,Small,Tier 2,Supermarket Type1
FD,7.76,Low Fat,0.059444518,snacks_breakfast_type,101.37,24,Medium,Tier 1,Supermarket Type1
DR,15.0,Low Fat,0.064141622,Drinks,45.306,26,Small,Tier 1,Supermarket Type1
FD,17.75,Regular,0.037946799,Baking Goods,153.3656,24,Medium,Tier 1,Supermarket Type1
FD,5.695,Regular,0.067806182,snacks_breakfast_type,255.1988,24,Medium,Tier 1,Supermarket Type1
FD,9.8,Regular,0.140829653,Baking Goods,52.5008,24,Medium,Tier 1,Supermarket Type1
FD,5.695,Regular,0.067838225,snacks_breakfast_type,256.4988,21,,Tier 2,Supermarket Type1
DR,8.26,Low Fat,0.034598891,Drinks,115.9834,16,,Tier 2,Supermarket Type1
FD,7.61,Low Fat,0.128615187,Fruits and Vegetables,163.221,38,Medium,Tier 3,Supermarket Type3
FD,13.35,Low Fat,0.032245757,Meat,60.5194,21,,Tier 2,Supermarket Type1
FD,13.5,Regular,0.267339659,Fruits and Vegetables,144.2102,25,,Tier 3,Grocery Store
DR,6.115,Regular,0.007073035,Drinks,189.753,14,Medium,Tier 3,Supermarket Type2
FD,19.85,Regular,0.020872204,snacks_breakfast_type,62.4194,19,Small,Tier 2,Supermarket Type1
FD,11.1,Regular,0.036100589,Frozen Foods,176.0712,21,,Tier 2,Supermarket Type1
NC,8.92,Low Fat,0.129820371,others,176.137,36,High,Tier 3,Supermarket Type1
FD,5.66,Low Fat,0.08486204,Fruits and Vegetables,165.25,38,Medium,Tier 3,Supermarket Type3
FD,9.1,Low Fat,0.174389257,Baking Goods,125.7362,24,Medium,Tier 1,Supermarket Type1
DR,7.63,Low Fat,0.0607686,Drinks,94.6436,38,Medium,Tier 3,Supermarket Type3
FD,7.895,Regular,0.061521569,snacks_breakfast_type,55.3588,16,,Tier 2,Supermarket Type1
FD,9.3,Low Fat,0.028522089,Baking Goods,195.0136,26,Small,Tier 1,Supermarket Type1
FD,11.1,Low Fat,0.010701801,others,83.5908,16,,Tier 2,Supermarket Type1
DR,11.8,Low Fat,0.115401142,Drinks,196.8084,21,,Tier 2,Supermarket Type1
DR,9.0,Low Fat,0.039083816,Drinks,35.419,14,Medium,Tier 3,Supermarket Type2
NC,16.5,Low Fat,0.022127237,others,39.2506,38,Small,Tier 1,Grocery Store
FD,5.175,Low Fat,0.037474799,others,84.7224,21,,Tier 2,Supermarket Type1
NC,11.8,Low Fat,0.02273288,others,179.4686,38,Medium,Tier 3,Supermarket Type3
NC,7.475,Low Fat,0.013117547,others,214.3192,19,Small,Tier 2,Supermarket Type1
DR,12.65,Low Fat,0.062585755,Drinks,158.4578,38,Medium,Tier 3,Supermarket Type3
DR,10.6,Low Fat,0.057117184,Dairy,232.4642,16,,Tier 2,Supermarket Type1
FD,12.35,Regular,0.158790733,Meat,156.3946,21,,Tier 2,Supermarket Type1
FD,12.8,Regular,0.079398454,Dairy,184.5608,14,Medium,Tier 3,Supermarket Type2
FD,15.6,Low Fat,0.044985646,Dairy,242.4854,26,Small,Tier 1,Supermarket Type1
FD,4.905,Low Fat,0.0,others,195.9768,24,Medium,Tier 1,Supermarket Type1
FD,15.2,Low Fat,0.084112804,Meat,257.733,21,,Tier 2,Supermarket Type1
FD,9.6,Low Fat,0.051457663,snacks_breakfast_type,258.962,19,Small,Tier 2,Supermarket Type1
FD,16.25,Low Fat,0.025841822,Fruits and Vegetables,168.9474,14,Medium,Tier 3,Supermarket Type2
FD,10.5,Regular,0.0,Baking Goods,143.5128,24,Medium,Tier 1,Supermarket Type1
FD,10.0,Low Fat,0.067195414,snacks_breakfast_type,236.859,19,Small,Tier 2,Supermarket Type1
FD,5.675,Regular,0.023544619,snacks_breakfast_type,155.5288,21,,Tier 2,Supermarket Type1
FD,6.61,Regular,0.029056831,snacks_breakfast_type,186.9898,24,Medium,Tier 1,Supermarket Type1
FD,7.27,Regular,0.020781144,others,88.7488,26,Small,Tier 1,Supermarket Type1
FD,7.52,Regular,0.043986578,Baking Goods,182.295,36,High,Tier 3,Supermarket Type1
FD,9.5,Low Fat,0.07433121,snacks_breakfast_type,251.9724,19,Small,Tier 2,Supermarket Type1
FD,7.68,Low Fat,0.070841281,Fruits and Vegetables,193.1162,36,High,Tier 3,Supermarket Type1
NC,12.65,Low Fat,0.0,others,111.8202,25,,Tier 3,Grocery Store
FD,17.0,Low Fat,0.055164938,Dairy,221.2114,38,Medium,Tier 3,Supermarket Type3
FD,9.195,Low Fat,0.10121065,Baking Goods,44.4744,36,High,Tier 3,Supermarket Type1
FD,19.7,Low Fat,0.078354554,Baking Goods,180.566,16,,Tier 2,Supermarket Type1
FD,11.65,Low Fat,0.033694227,others,114.786,38,Medium,Tier 3,Supermarket Type3
NC,19.6,Low Fat,0.0,others,44.377,21,,Tier 2,Supermarket Type1
FD,15.7,Regular,0.122965811,Fruits and Vegetables,113.2544,14,Medium,Tier 3,Supermarket Type2
FD,16.1,Regular,0.047876203,Frozen Foods,126.0362,24,Medium,Tier 1,Supermarket Type1
FD,12.3,Low Fat,0.009448862,Baking Goods,74.538,14,Medium,Tier 3,Supermarket Type2
FD,6.65,Low Fat,0.088026614,Fruits and Vegetables,127.2678,14,Medium,Tier 3,Supermarket Type2
FD,12.15,Regular,0.042313078,others,123.2046,26,Small,Tier 1,Supermarket Type1
DR,17.85,Low Fat,0.024859869,Drinks,151.7998,24,Medium,Tier 1,Supermarket Type1
NC,12.65,Low Fat,0.042449883,others,107.3938,16,,Tier 2,Supermarket Type1
FD,20.5,Low Fat,0.036558726,Frozen Foods,75.3696,16,,Tier 2,Supermarket Type1
NC,6.775,Low Fat,0.105158282,others,84.925,36,High,Tier 3,Supermarket Type1
FD,19.2,Regular,0.022918812,Fruits and Vegetables,183.995,26,Small,Tier 1,Supermarket Type1
NC,8.48,Low Fat,0.057850699,others,104.299,38,Medium,Tier 3,Supermarket Type3
NC,20.0,Low Fat,0.08125948,others,36.819,36,High,Tier 3,Supermarket Type1
FD,6.98,Low Fat,0.041169697,others,83.2934,24,Medium,Tier 1,Supermarket Type1
NC,12.5,Low Fat,0.006778869,others,42.9112,21,,Tier 2,Supermarket Type1
NC,18.0,Low Fat,0.047450712,others,173.2422,24,Medium,Tier 1,Supermarket Type1
DR,8.88,Low Fat,0.145253944,Drinks,150.6682,25,,Tier 3,Grocery Store
FD,16.2,Low Fat,0.044222497,Frozen Foods,43.5454,26,Small,Tier 1,Supermarket Type1
NC,6.09,Low Fat,0.080803421,others,140.1154,38,Medium,Tier 3,Supermarket Type3
FD,9.895,Regular,0.048937612,Frozen Foods,261.6278,16,,Tier 2,Supermarket Type1
FD,9.1,Regular,0.008032868,Frozen Foods,79.1618,19,Small,Tier 2,Supermarket Type1
DR,10.5,Low Fat,0.019157444,Drinks,184.524,16,,Tier 2,Supermarket Type1
FD,16.7,Regular,0.062032774,snacks_breakfast_type,60.6562,19,Small,Tier 2,Supermarket Type1
FD,7.605,Low Fat,0.129133491,Fruits and Vegetables,163.721,36,High,Tier 3,Supermarket Type1
FD,16.85,Regular,0.026514812,others,93.312,19,Small,Tier 2,Supermarket Type1
FD,9.6,Regular,0.039006737,snacks_breakfast_type,104.599,38,Small,Tier 1,Grocery Store
NC,15.35,Low Fat,0.035220955,others,121.973,21,,Tier 2,Supermarket Type1
NC,9.1,Low Fat,0.055418261,others,112.0518,19,Small,Tier 2,Supermarket Type1
FD,10.195,Regular,0.0,Dairy,196.7794,14,Medium,Tier 3,Supermarket Type2
DR,15.0,Low Fat,0.064402907,Drinks,48.306,14,Medium,Tier 3,Supermarket Type2
DR,8.785,Low Fat,0.020560102,Drinks,155.5656,36,High,Tier 3,Supermarket Type1
FD,15.6,Low Fat,0.142412955,snacks_breakfast_type,126.4994,38,Medium,Tier 3,Supermarket Type3
DR,7.39,Low Fat,0.082574393,Drinks,190.253,14,Medium,Tier 3,Supermarket Type2
FD,17.85,Low Fat,0.087468656,snacks_breakfast_type,195.7794,26,Small,Tier 1,Supermarket Type1
NC,6.095,Low Fat,0.135906494,others,141.9154,25,,Tier 3,Grocery Store
NC,6.24,Low Fat,0.020100543,others,258.8962,38,Medium,Tier 3,Supermarket Type3
NC,18.85,Low Fat,0.016029548,others,129.9626,38,Medium,Tier 3,Supermarket Type3
FD,19.2,Low Fat,0.035240292,snacks_breakfast_type,178.7318,24,Medium,Tier 1,Supermarket Type1
FD,9.395,Regular,0.131545005,Frozen Foods,87.3198,19,Small,Tier 2,Supermarket Type1
FD,17.75,Low Fat,0.075896411,Baking Goods,113.3544,36,High,Tier 3,Supermarket Type1
FD,11.3,Low Fat,0.056522558,Baking Goods,248.6118,24,Medium,Tier 1,Supermarket Type1
DR,6.11,Regular,0.0,Drinks,190.253,38,Medium,Tier 3,Supermarket Type3
FD,13.35,Low Fat,0.048298704,snacks_breakfast_type,216.9166,16,,Tier 2,Supermarket Type1
FD,15.7,Regular,0.122443776,Fruits and Vegetables,111.3544,19,Small,Tier 2,Supermarket Type1
FD,9.17,Low Fat,0.102959345,Baking Goods,142.147,19,Small,Tier 2,Supermarket Type1
NC,12.5,Low Fat,0.006732389,others,41.4112,38,Medium,Tier 3,Supermarket Type3
FD,13.85,Regular,0.085757338,Meat,119.6124,16,,Tier 2,Supermarket Type1
FD,16.5,Regular,0.159587755,snacks_breakfast_type,142.6128,36,High,Tier 3,Supermarket Type1
FD,17.6,Low Fat,0.008013458,Dairy,170.7422,24,Medium,Tier 1,Supermarket Type1
NC,19.5,Low Fat,0.014271592,others,54.6614,19,Small,Tier 2,Supermarket Type1
FD,15.85,Low Fat,0.081772054,snacks_breakfast_type,175.137,19,Small,Tier 2,Supermarket Type1
FD,5.885,Regular,0.092915543,others,54.5982,24,Medium,Tier 1,Supermarket Type1
FD,6.885,Regular,0.139892043,others,112.4228,36,High,Tier 3,Supermarket Type1
FD,9.395,Low Fat,0.045232223,snacks_breakfast_type,83.825,36,High,Tier 3,Supermarket Type1
FD,16.1,Low Fat,0.060067062,Fruits and Vegetables,254.8356,38,Small,Tier 1,Grocery Store
FD,8.615,Low Fat,0.194576935,Fruits and Vegetables,95.4436,25,,Tier 3,Grocery Store
FD,9.8,Regular,0.015113426,Meat,248.7408,24,Medium,Tier 1,Supermarket Type1
NC,5.21,Low Fat,0.011009897,others,258.4962,26,Small,Tier 1,Supermarket Type1
FD,4.88,Regular,0.132846758,Baking Goods,55.8298,38,Medium,Tier 3,Supermarket Type3
FD,15.3,Regular,0.148412909,others,212.1218,38,Small,Tier 1,Grocery Store
FD,11.8,Regular,0.0,Meat,152.2366,24,Medium,Tier 1,Supermarket Type1
NC,7.5,Low Fat,0.095946376,others,57.8588,38,Medium,Tier 3,Supermarket Type3
FD,9.8,Low Fat,0.047282735,Baking Goods,100.5016,21,,Tier 2,Supermarket Type1
FD,6.32,Low Fat,0.0,Meat,39.5822,38,Small,Tier 1,Grocery Store
FD,9.17,Low Fat,0.103561308,Baking Goods,144.147,16,,Tier 2,Supermarket Type1
NC,11.8,Low Fat,0.008561176,others,115.8492,26,Small,Tier 1,Supermarket Type1
FD,12.85,Low Fat,0.168452861,Frozen Foods,46.606,26,Small,Tier 1,Supermarket Type1
FD,11.1,Low Fat,0.0,Baking Goods,160.4604,38,Small,Tier 1,Grocery Store
NC,8.51,Low Fat,0.016110716,others,193.1478,26,Small,Tier 1,Supermarket Type1
FD,13.5,Regular,0.160371305,Fruits and Vegetables,147.2102,14,Medium,Tier 3,Supermarket Type2
DR,19.5,Regular,0.077328827,Drinks,233.5958,21,,Tier 2,Supermarket Type1
FD,13.0,Regular,0.083513874,others,198.9426,26,Small,Tier 1,Supermarket Type1
FD,18.5,Regular,0.104205322,Frozen Foods,147.0418,25,,Tier 3,Grocery Store
FD,13.3,Low Fat,0.009596051,snacks_breakfast_type,62.451,24,Medium,Tier 1,Supermarket Type1
NC,8.51,Low Fat,0.052157514,others,141.947,14,Medium,Tier 3,Supermarket Type2
FD,16.5,Low Fat,0.073942531,others,205.8638,24,Medium,Tier 1,Supermarket Type1
NC,16.6,Low Fat,0.01620764,others,107.7596,19,Small,Tier 2,Supermarket Type1
NC,18.2,Low Fat,0.162306339,others,45.6086,38,Medium,Tier 3,Supermarket Type3
FD,,Regular,0.073790004,snacks_breakfast_type,265.0568,38,Medium,Tier 3,Supermarket Type3
NC,19.0,Low Fat,0.128707428,others,187.9872,38,Medium,Tier 3,Supermarket Type3
FD,18.6,Low Fat,0.015833933,snacks_breakfast_type,150.6366,14,Medium,Tier 3,Supermarket Type2
FD,13.6,Regular,0.119153896,Dairy,231.23,19,Small,Tier 2,Supermarket Type1
NC,5.51,Low Fat,0.034306863,others,96.0726,38,Medium,Tier 3,Supermarket Type3
FD,12.85,Regular,0.152436318,Fruits and Vegetables,253.9382,21,,Tier 2,Supermarket Type1
FD,16.5,Regular,0.080038295,Fruits and Vegetables,103.0332,14,Medium,Tier 3,Supermarket Type2
FD,12.5,Regular,0.073377993,others,89.2198,38,Medium,Tier 3,Supermarket Type3
FD,10.3,Regular,0.049828008,others,79.996,38,Medium,Tier 3,Supermarket Type3
FD,6.115,Regular,0.019036024,Frozen Foods,88.9488,25,,Tier 3,Grocery Store
DR,8.395,Low Fat,0.071976647,Drinks,253.004,26,Small,Tier 1,Supermarket Type1
NC,20.25,Low Fat,0.148072602,others,106.8938,26,Small,Tier 1,Supermarket Type1
FD,8.235,Low Fat,0.082556008,Baking Goods,146.7076,24,Medium,Tier 1,Supermarket Type1
FD,20.7,Regular,0.08315126,Dairy,212.7876,38,Small,Tier 1,Grocery Store
FD,9.8,Regular,0.015151435,Meat,249.4408,14,Medium,Tier 3,Supermarket Type2
DR,10.8,Low Fat,0.061196379,Drinks,150.5024,24,Medium,Tier 1,Supermarket Type1
FD,16.7,Regular,0.122415631,Baking Goods,188.7214,38,Small,Tier 1,Grocery Store
FD,6.695,Low Fat,0.03401083,Frozen Foods,221.8456,21,,Tier 2,Supermarket Type1
NC,19.2,Low Fat,0.077945963,others,196.611,16,,Tier 2,Supermarket Type1
NC,8.64,Low Fat,0.251114535,others,97.241,38,Small,Tier 1,Grocery Store
FD,9.035,Regular,0.173469718,Meat,149.3708,26,Small,Tier 1,Supermarket Type1
FD,12.8,Regular,0.023578675,Meat,225.2404,21,,Tier 2,Supermarket Type1
NC,12.15,Low Fat,0.079365542,others,38.8506,36,High,Tier 3,Supermarket Type1
FD,12.35,Low Fat,0.026659058,others,59.5246,36,High,Tier 3,Supermarket Type1
NC,15.3,Low Fat,0.023024502,others,104.0332,21,,Tier 2,Supermarket Type1
DR,6.57,Low Fat,0.066443294,Drinks,259.5278,16,,Tier 2,Supermarket Type1
FD,10.5,Low Fat,0.052545408,Frozen Foods,91.683,19,Small,Tier 2,Supermarket Type1
FD,9.31,Low Fat,0.038109707,Frozen Foods,61.651,14,Medium,Tier 3,Supermarket Type2
NC,20.1,Low Fat,0.0,others,142.3154,19,Small,Tier 2,Supermarket Type1
FD,10.5,Regular,0.0,Dairy,48.3376,38,Medium,Tier 3,Supermarket Type3
FD,9.0,Low Fat,0.06524927,snacks_breakfast_type,177.037,26,Small,Tier 1,Supermarket Type1
NC,20.25,Low Fat,0.148675787,others,107.8938,14,Medium,Tier 3,Supermarket Type2
NC,12.85,Low Fat,0.053746315,others,184.6608,16,,Tier 2,Supermarket Type1
FD,5.94,Low Fat,0.034886739,others,177.7344,26,Small,Tier 1,Supermarket Type1
NC,19.85,Low Fat,0.064109274,others,125.9704,38,Medium,Tier 3,Supermarket Type3
NC,5.03,Low Fat,0.008646528,others,122.6756,26,Small,Tier 1,Supermarket Type1
FD,6.45,Low Fat,0.029547979,Baking Goods,96.5436,38,Medium,Tier 3,Supermarket Type3
NC,6.965,Low Fat,0.028548583,others,157.5604,26,Small,Tier 1,Supermarket Type1
FD,10.65,Low Fat,0.024008733,Fruits and Vegetables,54.0272,24,Medium,Tier 1,Supermarket Type1
DR,8.67,Low Fat,0.065703142,Drinks,143.8128,14,Medium,Tier 3,Supermarket Type2
FD,10.1,Low Fat,0.024144227,others,117.015,36,High,Tier 3,Supermarket Type1
FD,19.0,Regular,0.103659792,Fruits and Vegetables,226.372,21,,Tier 2,Supermarket Type1
FD,21.35,Low Fat,0.069211765,others,258.8278,16,,Tier 2,Supermarket Type1
FD,5.785,Regular,0.040440709,snacks_breakfast_type,179.166,21,,Tier 2,Supermarket Type1
DR,17.85,Low Fat,0.024800623,Drinks,153.0998,36,High,Tier 3,Supermarket Type1
FD,17.35,Regular,0.072616027,Frozen Foods,92.5804,38,Small,Tier 1,Grocery Store
NC,17.6,Low Fat,0.074710165,others,229.101,14,Medium,Tier 3,Supermarket Type2
DR,8.27,Regular,0.128187372,Drinks,184.3924,21,,Tier 2,Supermarket Type1
FD,17.35,Regular,0.110045184,Baking Goods,90.583,38,Small,Tier 1,Grocery Store
DR,15.7,Low Fat,0.0,Drinks,43.277,14,Medium,Tier 3,Supermarket Type2
FD,19.7,Low Fat,0.064867738,others,86.6198,36,High,Tier 3,Supermarket Type1
NC,10.695,Low Fat,0.063763137,others,36.5848,26,Small,Tier 1,Supermarket Type1
DR,13.85,Low Fat,0.053918218,Drinks,143.3154,38,Small,Tier 1,Grocery Store
NC,8.92,Low Fat,0.130130499,others,176.737,24,Medium,Tier 1,Supermarket Type1
FD,7.81,Regular,0.0,snacks_breakfast_type,168.6158,21,,Tier 2,Supermarket Type1
NC,5.4,Low Fat,0.048076217,others,164.1526,36,High,Tier 3,Supermarket Type1
FD,20.35,Low Fat,0.08946922,Dairy,260.1594,26,Small,Tier 1,Supermarket Type1
FD,16.85,Low Fat,0.036538413,snacks_breakfast_type,91.4488,14,Medium,Tier 3,Supermarket Type2
FD,16.5,Regular,0.080164468,Fruits and Vegetables,104.5332,16,,Tier 2,Supermarket Type1
FD,11.15,Regular,0.008313629,Dairy,149.5708,14,Medium,Tier 3,Supermarket Type2
FD,8.895,Regular,0.230389434,Frozen Foods,160.5236,25,,Tier 3,Grocery Store
FD,17.75,Regular,0.0675028,Baking Goods,187.124,26,Small,Tier 1,Supermarket Type1
NC,14.6,Low Fat,0.059355717,others,182.6976,36,High,Tier 3,Supermarket Type1
FD,9.895,Regular,0.028720832,others,116.7492,26,Small,Tier 1,Supermarket Type1
FD,16.25,Low Fat,0.096069291,Fruits and Vegetables,125.0046,25,,Tier 3,Grocery Store
FD,20.5,Low Fat,0.119262481,Baking Goods,108.8596,36,High,Tier 3,Supermarket Type1
FD,16.0,Low Fat,0.06084803,Starchy Foods,225.7404,26,Small,Tier 1,Supermarket Type1
FD,9.8,Regular,0.073174546,snacks_breakfast_type,119.8098,14,Medium,Tier 3,Supermarket Type2
FD,7.68,Low Fat,0.070886876,Fruits and Vegetables,193.9162,19,Small,Tier 2,Supermarket Type1
FD,6.98,Low Fat,0.0,others,83.8934,38,Medium,Tier 3,Supermarket Type3
DR,11.85,Low Fat,0.132028116,Dairy,96.0726,38,Medium,Tier 3,Supermarket Type3
FD,5.44,Low Fat,0.025624044,Dairy,240.7538,16,,Tier 2,Supermarket Type1
FD,5.94,Regular,0.029431935,snacks_breakfast_type,188.7556,21,,Tier 2,Supermarket Type1
FD,15.2,Low Fat,0.083926694,Meat,257.133,19,Small,Tier 2,Supermarket Type1
FD,7.97,Regular,0.039982468,Meat,87.6514,19,Small,Tier 2,Supermarket Type1
FD,8.38,Regular,0.046660286,Baking Goods,108.957,38,Medium,Tier 3,Supermarket Type3
FD,15.5,Regular,0.085419332,Frozen Foods,48.0692,38,Medium,Tier 3,Supermarket Type3
NC,13.0,Low Fat,0.035163317,others,50.2034,24,Medium,Tier 1,Supermarket Type1
FD,20.75,Regular,0.083776121,Frozen Foods,182.2318,21,,Tier 2,Supermarket Type1
FD,7.29,Low Fat,0.04972193,Dairy,156.5288,38,Medium,Tier 3,Supermarket Type3
FD,17.25,Regular,0.159195426,Fruits and Vegetables,63.8194,26,Small,Tier 1,Supermarket Type1
FD,6.425,Low Fat,0.093437228,Fruits and Vegetables,177.7712,19,Small,Tier 2,Supermarket Type1
FD,7.485,Low Fat,0.069066197,snacks_breakfast_type,112.1228,36,High,Tier 3,Supermarket Type1
FD,5.845,Regular,0.105018002,Frozen Foods,212.8218,26,Small,Tier 1,Supermarket Type1
FD,17.6,Low Fat,0.056521229,Frozen Foods,42.1454,14,Medium,Tier 3,Supermarket Type2
NC,16.0,Low Fat,0.09969679,others,214.3902,16,,Tier 2,Supermarket Type1
FD,8.935,Low Fat,0.040182749,Frozen Foods,52.9298,26,Small,Tier 1,Supermarket Type1
FD,10.695,Regular,0.087134714,snacks_breakfast_type,155.4972,14,Medium,Tier 3,Supermarket Type2
DR,17.25,Low Fat,0.035035139,Dairy,94.912,36,High,Tier 3,Supermarket Type1
FD,20.7,Regular,0.079457285,Baking Goods,99.3042,21,,Tier 2,Supermarket Type1
FD,7.825,Regular,0.150626333,Frozen Foods,157.6288,14,Medium,Tier 3,Supermarket Type2
FD,17.85,Low Fat,0.044644617,snacks_breakfast_type,126.202,14,Medium,Tier 3,Supermarket Type2
FD,8.63,Regular,0.033095808,snacks_breakfast_type,113.2518,16,,Tier 2,Supermarket Type1
NC,9.0,Low Fat,0.032087477,others,99.4016,21,,Tier 2,Supermarket Type1
FD,14.15,Regular,0.024399944,Fruits and Vegetables,194.711,19,Small,Tier 2,Supermarket Type1
FD,7.475,Low Fat,0.148397009,Fruits and Vegetables,242.4854,36,High,Tier 3,Supermarket Type1
FD,8.85,Low Fat,0.053856727,Fruits and Vegetables,182.4292,19,Small,Tier 2,Supermarket Type1
FD,9.0,Low Fat,0.07946888,others,79.6644,24,Medium,Tier 1,Supermarket Type1
FD,15.1,Low Fat,0.054938563,Fruits and Vegetables,219.5166,38,Medium,Tier 3,Supermarket Type3
NC,12.6,Low Fat,0.007486838,others,186.7556,14,Medium,Tier 3,Supermarket Type2
FD,17.0,Regular,0.139405824,others,264.6884,36,High,Tier 3,Supermarket Type1
DR,14.15,Low Fat,0.042266539,Dairy,53.9982,21,,Tier 2,Supermarket Type1
FD,10.5,Regular,0.093763866,snacks_breakfast_type,213.3244,26,Small,Tier 1,Supermarket Type1
NC,16.6,Low Fat,0.027691544,others,179.2344,14,Medium,Tier 3,Supermarket Type2
FD,18.5,Low Fat,0.052058877,snacks_breakfast_type,119.7124,19,Small,Tier 2,Supermarket Type1
FD,13.1,Regular,0.172959058,Frozen Foods,198.6768,38,Small,Tier 1,Grocery Store
FD,18.25,Regular,0.170828047,Dairy,157.163,26,Small,Tier 1,Supermarket Type1
FD,9.0,Regular,0.050500713,others,149.8024,26,Small,Tier 1,Supermarket Type1
FD,10.8,Low Fat,0.0,Fruits and Vegetables,243.4144,24,Medium,Tier 1,Supermarket Type1
FD,7.155,Regular,0.168046416,snacks_breakfast_type,33.8874,36,High,Tier 3,Supermarket Type1
FD,15.6,Low Fat,0.081088593,Baking Goods,110.0544,19,Small,Tier 2,Supermarket Type1
FD,21.2,Low Fat,0.070617466,snacks_breakfast_type,178.237,36,High,Tier 3,Supermarket Type1
FD,16.6,Low Fat,0.050281492,others,117.7124,19,Small,Tier 2,Supermarket Type1
FD,5.035,Regular,0.133753866,snacks_breakfast_type,229.4036,25,,Tier 3,Grocery Store
FD,19.85,Regular,0.081455379,snacks_breakfast_type,169.5816,26,Small,Tier 1,Supermarket Type1
DR,,Low Fat,0.029461464,Drinks,181.166,38,Small,Tier 1,Grocery Store
FD,16.0,Low Fat,0.101847127,Starchy Foods,225.7404,25,,Tier 3,Grocery Store
FD,19.35,Low Fat,0.026234991,Fruits and Vegetables,168.4474,21,,Tier 2,Supermarket Type1
FD,18.25,Low Fat,0.01527601,snacks_breakfast_type,199.4084,19,Small,Tier 2,Supermarket Type1
FD,15.6,Regular,0.105509616,snacks_breakfast_type,172.8764,21,,Tier 2,Supermarket Type1
FD,20.0,Regular,0.059901045,Baking Goods,168.8132,26,Small,Tier 1,Supermarket Type1
FD,7.825,Low Fat,0.079752411,Meat,66.2826,24,Medium,Tier 1,Supermarket Type1
FD,20.85,Low Fat,0.065489529,Frozen Foods,193.3478,38,Small,Tier 1,Grocery Store
DR,8.775,Low Fat,0.110082155,Dairy,45.7428,24,Medium,Tier 1,Supermarket Type1
FD,16.0,Low Fat,0.089535602,Dairy,143.8154,38,Medium,Tier 3,Supermarket Type3
FD,19.7,Regular,0.160701642,others,253.5014,26,Small,Tier 1,Supermarket Type1
FD,15.7,Regular,0.037857561,Frozen Foods,124.8046,19,Small,Tier 2,Supermarket Type1
FD,10.0,Low Fat,0.166793159,snacks_breakfast_type,112.6544,25,,Tier 3,Grocery Store
FD,19.75,Low Fat,0.041364935,Fruits and Vegetables,117.7466,26,Small,Tier 1,Supermarket Type1
FD,6.305,Regular,0.123092484,snacks_breakfast_type,92.9436,19,Small,Tier 2,Supermarket Type1
FD,18.7,Low Fat,0.026297031,Baking Goods,126.202,19,Small,Tier 2,Supermarket Type1
FD,14.5,Low Fat,0.107224173,others,152.4682,25,,Tier 3,Grocery Store
FD,12.3,Low Fat,0.021894973,Frozen Foods,192.4162,24,Medium,Tier 1,Supermarket Type1
FD,13.15,Low Fat,0.036665173,Frozen Foods,179.1976,19,Small,Tier 2,Supermarket Type1
FD,10.195,Low Fat,0.160185608,Frozen Foods,140.8154,24,Medium,Tier 1,Supermarket Type1
FD,18.2,Low Fat,0.0,snacks_breakfast_type,139.918,21,,Tier 2,Supermarket Type1
FD,20.5,Low Fat,0.036196486,Fruits and Vegetables,119.5756,24,Medium,Tier 1,Supermarket Type1
NC,16.5,Low Fat,0.012637846,others,37.2506,26,Small,Tier 1,Supermarket Type1
DR,17.6,Low Fat,0.041616357,Drinks,163.8526,26,Small,Tier 1,Supermarket Type1
FD,17.6,Low Fat,0.010080792,snacks_breakfast_type,163.5552,14,Medium,Tier 3,Supermarket Type2
